"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3VDI8GSXAFQUERV7MZ9RBS7LUU2G8N","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3AQF3RZ559F4JXEI82BCXD74ZZCF6L","A1TK0ZMZ571GG0","Submitted","Sat Apr 18 20:50:55 PDT 2020","Sat Apr 18 20:51:12 PDT 2020","Tue Apr 21 20:51:12 PDT 2020","","","","17","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Emergent BioSolutions Inc.] - Title: Dow Jones Up 3% In Whipsaw Trading; Coronavirus Package In Works? - Investor's Business Daily","Positive"
"3VDI8GSXAFQUERV7MZ9RBS7LUU2G8N","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3HPZF4IVNNQZZ54ENJG38Y6U1WCCY6","A34DYM8J0X5VK","Submitted","Sat Apr 18 20:42:33 PDT 2020","Sat Apr 18 20:42:37 PDT 2020","Tue Apr 21 20:42:37 PDT 2020","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Emergent BioSolutions Inc.] - Title: Dow Jones Up 3% In Whipsaw Trading; Coronavirus Package In Works? - Investor's Business Daily","Positive"
"3H1C3QRA01GY6GPTXGZ8DBIS758ECA","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3CPLWGV3MPW3P8TX4XX1PS7FRR8N9D","A1580MT585M44G","Submitted","Sat Apr 18 21:03:53 PDT 2020","Sat Apr 18 21:04:23 PDT 2020","Tue Apr 21 21:04:23 PDT 2020","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Invacare Corporation] - Title: Invacare Corporation Announces Sale of its Dynamic Controls Business to Allied Motion Technologies, Inc.","Positive"
"3H1C3QRA01GY6GPTXGZ8DBIS758ECA","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3JAOYWH7VJ1D18QCSKHMC03QMW89LX","A1PIWVNLBFYV4X","Submitted","Sat Apr 18 21:01:31 PDT 2020","Sat Apr 18 21:01:47 PDT 2020","Tue Apr 21 21:01:47 PDT 2020","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Invacare Corporation] - Title: Invacare Corporation Announces Sale of its Dynamic Controls Business to Allied Motion Technologies, Inc.","Positive"
"3H1C3QRA01GY6GPTXGZ8DBIS758ECA","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3M23Y66PO34DN2J4EMBB4CQJOP76SW","A35UAI9VBH32D5","Submitted","Sat Apr 18 20:55:04 PDT 2020","Sat Apr 18 20:57:14 PDT 2020","Tue Apr 21 20:57:14 PDT 2020","","","","130","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Invacare Corporation] - Title: Invacare Corporation Announces Sale of its Dynamic Controls Business to Allied Motion Technologies, Inc.","Positive"
"307L9TDWJYPENM6NXMRQAV87FKW3NQ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3EFE17QCRD2TKR3LA52F13F9X3OSHK","A23F9O4O9L690Q","Submitted","Sat Apr 18 21:03:43 PDT 2020","Sat Apr 18 21:06:48 PDT 2020","Tue Apr 21 21:06:48 PDT 2020","","","","185","0% (0/0)","0% (0/0)","0% (0/0)","Company: [CytomX Therapeutics, Inc.] - Title: In Biotech Cash Is King When Wall Street Searches for Value","Neutral"
"307L9TDWJYPENM6NXMRQAV87FKW3NQ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3KGTPGBS6YI5KES7GPU8T0RVTHQU2J","A1JDU4SNECC7QP","Submitted","Sat Apr 18 20:59:54 PDT 2020","Sat Apr 18 21:00:02 PDT 2020","Tue Apr 21 21:00:02 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","Company: [CytomX Therapeutics, Inc.] - Title: In Biotech Cash Is King When Wall Street Searches for Value","Positive"
"307L9TDWJYPENM6NXMRQAV87FKW3NQ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3LBXNTKX0SS8127163KANUYDT5F9XG","A17CDG46NHCK9K","Submitted","Sat Apr 18 20:40:45 PDT 2020","Sat Apr 18 20:41:11 PDT 2020","Tue Apr 21 20:41:11 PDT 2020","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","Company: [CytomX Therapeutics, Inc.] - Title: In Biotech Cash Is King When Wall Street Searches for Value","Neutral"
"35ZRNT9RUIVW576ZY1R3PK8C5U13O5","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3AUQQEL7U6QY1JET6S0Z6Y0ZAQDV0N","A1PIWVNLBFYV4X","Submitted","Sat Apr 18 20:44:27 PDT 2020","Sat Apr 18 20:44:41 PDT 2020","Tue Apr 21 20:44:41 PDT 2020","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","Company: [China Biologic Products Holdings, Inc.] - Title: China Drug Delivery Devices Market Projected to Grow with a CAGR of 9.3% Over the Forecast Period, 2020-2025 - ResearchAndMarkets.com","Positive"
"35ZRNT9RUIVW576ZY1R3PK8C5U13O5","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3GM6G9ZBKOUGR5HBQ2NI3DJRG8ZMTA","A3F9N2P4NUUR7S","Submitted","Sat Apr 18 20:51:36 PDT 2020","Sat Apr 18 20:51:56 PDT 2020","Tue Apr 21 20:51:56 PDT 2020","","","","20","100% (6/6)","100% (6/6)","0% (0/0)","Company: [China Biologic Products Holdings, Inc.] - Title: China Drug Delivery Devices Market Projected to Grow with a CAGR of 9.3% Over the Forecast Period, 2020-2025 - ResearchAndMarkets.com","Positive"
"35ZRNT9RUIVW576ZY1R3PK8C5U13O5","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3MRNMEIQW63P4Y3T40MOYWMGDHNLDQ","A1JDU4SNECC7QP","Submitted","Sat Apr 18 21:04:36 PDT 2020","Sat Apr 18 21:04:51 PDT 2020","Tue Apr 21 21:04:51 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Company: [China Biologic Products Holdings, Inc.] - Title: China Drug Delivery Devices Market Projected to Grow with a CAGR of 9.3% Over the Forecast Period, 2020-2025 - ResearchAndMarkets.com","Neutral"
"3B623HUYJ4NX4W4YHZ3806QOI5W8SZ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3LPW2N6LKUZXJBBUY8W6R7U7DRH5UV","AII34MKKSXVXQ","Submitted","Sat Apr 18 20:53:53 PDT 2020","Sat Apr 18 20:54:02 PDT 2020","Tue Apr 21 20:54:02 PDT 2020","","","","9","100% (11/11)","100% (11/11)","0% (0/0)","Company: [Moderna, Inc.] - Title: Covid-19 vaccine: Difficult, uncertain and far-off, microbiologist says","Negative"
"3B623HUYJ4NX4W4YHZ3806QOI5W8SZ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3UXUOQ9OKFUSR6BFGWUCPQW9XUJA72","A1PIWVNLBFYV4X","Submitted","Sat Apr 18 20:51:16 PDT 2020","Sat Apr 18 20:51:27 PDT 2020","Tue Apr 21 20:51:27 PDT 2020","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Moderna, Inc.] - Title: Covid-19 vaccine: Difficult, uncertain and far-off, microbiologist says","Negative"
"3B623HUYJ4NX4W4YHZ3806QOI5W8SZ","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3VP0C6EFSHTAP76ZUPFPS3RDW0O6MJ","A1580MT585M44G","Submitted","Sat Apr 18 20:46:52 PDT 2020","Sat Apr 18 20:47:04 PDT 2020","Tue Apr 21 20:47:04 PDT 2020","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Moderna, Inc.] - Title: Covid-19 vaccine: Difficult, uncertain and far-off, microbiologist says","Negative"
"3KTCJ4SCVGYCV178YHY79N4ACA81MW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","4","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3BV8HQ2ZZXY9N6XAXMPKJCWD2JZ6AZ","A2739DCXSPVOF2","Rejected","Sat Apr 18 20:46:04 PDT 2020","Sat Apr 18 20:46:11 PDT 2020","Tue Apr 21 20:46:11 PDT 2020","","Sun Apr 19 16:12:58 PDT 2020","Work done inaccurately and too quickly.","7","0% (0/52)","0% (0/52)","0% (0/52)","Company: [Halozyme Therapeutics, Inc.] - Title: Trevena's NDA for Pain Drug Oliceridine Gets FDA Acceptance","Positive"
"3KTCJ4SCVGYCV178YHY79N4ACA81MW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","4","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3OWEPKL08A9ZBP54P0ZHBWG9W3F7NK","AMK5FQAAJ6Z64","Submitted","Sun Apr 19 16:15:01 PDT 2020","Sun Apr 19 16:15:28 PDT 2020","Wed Apr 22 16:15:28 PDT 2020","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Halozyme Therapeutics, Inc.] - Title: Trevena's NDA for Pain Drug Oliceridine Gets FDA Acceptance","Positive"
"3KTCJ4SCVGYCV178YHY79N4ACA81MW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","4","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3P1L2B7AD2MG8VUIU9049QYFHVTOLP","A2YBRWIUM45CAJ","Submitted","Sat Apr 18 20:55:49 PDT 2020","Sat Apr 18 20:56:51 PDT 2020","Tue Apr 21 20:56:51 PDT 2020","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Halozyme Therapeutics, Inc.] - Title: Trevena's NDA for Pain Drug Oliceridine Gets FDA Acceptance","Positive"
"3KTCJ4SCVGYCV178YHY79N4ACA81MW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","4","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3YGXWBAF71EJ1YQUYCSWS92N6VEC4M","A1DDBGQDMZZ1VW","Submitted","Sat Apr 18 20:49:33 PDT 2020","Sat Apr 18 20:49:51 PDT 2020","Tue Apr 21 20:49:51 PDT 2020","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Halozyme Therapeutics, Inc.] - Title: Trevena's NDA for Pain Drug Oliceridine Gets FDA Acceptance","Positive"
"3UY4PIS8QRIIDJS8AID7M2TAH0I1NW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","31HQ4X3T3T7V6NMB1QHDTV8GEKWLSJ","A2EM9M1U102Y52","Submitted","Sat Apr 18 20:58:42 PDT 2020","Sat Apr 18 20:59:03 PDT 2020","Tue Apr 21 20:59:03 PDT 2020","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Sundial Growers Inc.] - Title: Sundial Announces Fourth Quarter and Full-Year 2019 Financial Results and Provides Operational and Financial Outlook","Neutral"
"3UY4PIS8QRIIDJS8AID7M2TAH0I1NW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","35H6S234SBXCH0LT2QY3B1GRA5056U","A1580MT585M44G","Submitted","Sat Apr 18 21:02:17 PDT 2020","Sat Apr 18 21:02:32 PDT 2020","Tue Apr 21 21:02:32 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Company: [Sundial Growers Inc.] - Title: Sundial Announces Fourth Quarter and Full-Year 2019 Financial Results and Provides Operational and Financial Outlook","Neutral"
"3UY4PIS8QRIIDJS8AID7M2TAH0I1NW","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3PEIJLRY6UQJDYK9ZEU21E6OR62WXV","A3F9N2P4NUUR7S","Submitted","Sat Apr 18 20:57:22 PDT 2020","Sat Apr 18 20:57:41 PDT 2020","Tue Apr 21 20:57:41 PDT 2020","","","","19","100% (6/6)","100% (6/6)","0% (0/0)","Company: [Sundial Growers Inc.] - Title: Sundial Announces Fourth Quarter and Full-Year 2019 Financial Results and Provides Operational and Financial Outlook","Positive"
"3VAOOVPI3ZP5FQTRRFFBTPYZABNLLK","33YD3YS58T3G73P8NVJ1I1C36N2CZB","What sentiment is expressed about the company listed?","Please label the sentiment expressed about each company in the following article titles.","sentiment, emotion, titles, articles","$0.01","Sat Apr 18 20:38:39 PDT 2020","3","BatchId:4000085;OriginalHitTemplateId:928390866;","18000","259200","Sat Apr 25 20:38:39 PDT 2020","","","3HRMW88U17NFBWKKS0Z8J2HMJX2M0Y","AII34MKKSXVXQ","Submitted","Sat Apr 18 20:50:11 PDT 2020","Sat Apr 18 20:50:20 PDT 2020","Tue Apr 21 20:50:20 PDT 2020","","","","9","100% (11/11)","100% (11/11)","0% (0/0)","Company: [Boston Scientific Corporation] - Title: Global Cardiac Prosthetic Devices Industry Forecast, 2020-2025 with Abbott, Biotronik, Boston Scientific, Edwards Lifesciences, and Medtronic Dominating","Neutral"
